location,percentage_delayed,warehouse_status
"Sunderbani, Sunderbani, JAMMU AND KASHMIR",0.00,Ignore
SUNDERGARH,0.00,Ignore
"Sunil Kumar KARNAL",0.00,Ignore
"SuniMDH_SHM Sunni",0.00,Ignore
"Sunita fernandes SANGUEM",0.00,Ignore
Sunni,0.00,Ignore
"Sunny Store NEW DELHI",0.00,Ignore
"Sunny Telcom hassmat GHAZIABAD",0.00,Ignore
SUPA,0.00,Ignore
Supaul,0.00,Ignore
"SUPAUL OFFICE",0.00,Ignore
"Supaul, SUPAUL, BIHAR",0.00,Ignore
"SupaulHub_SOU Supaul",0.00,Ignore
"Super Auto  Garage and washing center KALAMB",0.00,Ignore
"Surada, SURADA, ORISSA",0.00,Ignore
"Suradahub_SRD chatrapur",0.00,Ignore
"Suraj delivery  work FARIDABAD",0.00,Ignore
"Suraj General Store BELGAUM",0.00,Ignore
"Surajgarh, Surajgarh, RAJASTHAN",0.00,Ignore
"Surajpur, Bishrampur, CHHATTISGARH",0.00,Ignore
SurajpurNoidahub_DEL,0.00,Ignore
"SurajpurNoidahub_DEL Noida",0.00,Ignore
"SURAT - SUR",0.00,Ignore
"SURAT (STVH)",0.00,Ignore
"Surat Hub",0.00,Ignore
"Surat Hub Surat",0.00,Ignore
"Surat Sort Facility Surat",0.00,Ignore
"SURAT, GUJARAT, IN",0.00,Ignore
"SURAT/ROC-TML, Surat, GUJARAT",0.00,Ignore
"SURAT/SRT, Surat, GUJARAT",0.00,Ignore
SURATGARH,0.00,Ignore
"SURATKAL, SURATKAL, KARNATAKA",0.00,Ignore
"Surender Kumar RAISINGHNAGAR",0.00,Ignore
"Surendra genral store LUCKNOW",0.00,Ignore
SURENDRANAGAR,0.00,Ignore
"Surendranagar, Surendranagar, GUJARAT",0.00,Ignore
SurendraNagarHub_SDR,0.00,Ignore
"SurendraNagarHub_SDR Surendranagar",0.00,Ignore
"SURESH KIRANA GANDHINAGAR",0.00,Ignore
"Surguja, Chattisgarh, IN",0.00,Ignore
"Suri1, Suri, WEST BENGAL",0.00,Ignore
"Surinder Singh KARNAL",0.00,Ignore
"Surjeet store NEW DELHI",0.00,Ignore
"SUROJIT BARMAN SONARI",0.00,Ignore
"Suruchi Store DEHRADUN",0.00,Ignore
SURYAPET,0.00,Ignore
"SuryapetHub_SPT Suryapet",0.00,Ignore
"SUSANTA NATH CUTTACK",0.00,Ignore
"Sushil Auto Service ROHTAK",0.00,Ignore
"SUVANKAR CHOWDHURY ALIPORE",0.00,Ignore
"Swamy Store RAJAHMUNDRY",0.00,Ignore
"SWAROOP NAGAR COUNTER",0.00,Ignore
"SWATI KAGDA NALLASOPARA",0.00,Ignore
"Swati kirana store FATEHPUR",0.00,Ignore
"SXR AIRPORT CENTRE",0.00,Ignore
"SXR/HDP, Srinagar, JAMMU AND KASHMIR",0.00,Ignore
"T NARASIPURA",0.00,Ignore
"T.Sampath Kirana WARANGAL",0.00,Ignore
TadaHub_TDA,0.00,Ignore
"TadaHub_TDA Sullurpeta",0.00,Ignore
Tadepalligudem,0.00,Ignore
"Tadepalligudem, ANDHRA PRADESH, IN",0.00,Ignore
"TadepalliGudem, Tadepalligudem, ANDHRA PRADESH",0.00,Ignore
"TadepalligudemHub_TPG Tadepalligudem",0.00,Ignore
TADIPATRI,0.00,Ignore
"Tadipatri, Tadipatri, ANDHRA PRADESH",0.00,Ignore
"TADONG ETAIL",0.00,Ignore
"TadongHub_TAD Gangtok",0.00,Ignore
TAHLIWAL,0.00,Ignore
"TahliwalMDH_THL Una",0.00,Ignore
TajganjHub_AGR,0.00,Ignore
"TajganjHub_AGR Agra",0.00,Ignore
"Tajmeel home ERODE",0.00,Ignore
"Takhatgarh, Takhatgarh, RAJASTHAN",0.00,Ignore
TALALA,0.00,Ignore
"Talala, Talala, GUJARAT",0.00,Ignore
TALCHER,0.00,Ignore
"TalegaonDhige, TALEGAON DHIGE, MAHARASHTRA",0.00,Ignore
"TalegaonHub_PNQ Talegaon",0.00,Ignore
"Talere, Talere, MAHARASHTRA",0.00,Ignore
TALGRAM,0.00,Ignore
"Talwandi Sabo, Talwandi, PUNJAB",0.00,Ignore
"TALWANDI SABOO",0.00,Ignore
"Talwara, Talwara, PUNJAB",0.00,Ignore
"Tamar, Tamar, JHARKHAND",0.00,Ignore
TAMBARAM,0.00,Ignore
TAMLUK,0.00,Ignore
"TanakpurODH_TAN Champawa",0.00,Ignore
TANDA,0.00,Ignore
"Tanda, TANDA, UTTAR PRADESH",0.00,Ignore
"Tanishka store GAUTAM BUDDHA NAGAR",0.00,Ignore
"Tanishka store NEW DELHI",0.00,Ignore
"Tanmaya behera CHATRAPUR",0.00,Ignore
"tannu kirana RUDRAPUR",0.00,Ignore
TANUKU,0.00,Ignore
TanukuHub_TKU,0.00,Ignore
"TanukuHub_TKU Tanuku",0.00,Ignore
"Tanvi store NEW DELHI",0.00,Ignore
"Tapan Kumar PANJIM",0.00,Ignore
"Tapan store NEW DELHI",0.00,Ignore
"Tapan, Tapan, WEST BENGAL",0.00,Ignore
"TAPATI KUNTI STORE HOWRAH",0.00,Ignore
"Tapukara, Tapukara, RAJASTHAN",0.00,Ignore
"Taran mobile store NEW DELHI",0.00,Ignore
TARANTARAN,0.00,Ignore
"Tarapith, Rampurhat, WEST BENGAL",0.00,Ignore
"TarapurMDH_AME Pratapgarh",0.00,Ignore
"Tardeo Hub",0.00,Ignore
"Tardeo Hub Mumbai",0.00,Ignore
Tarikere,0.00,Ignore
"Tarun kumar DEHRADUN",0.00,Ignore
"Tarun prakash mda kirana store MORADABAD",0.00,Ignore
"Tarun store ZIRAKPUR",0.00,Ignore
TASGAON,0.00,Ignore
"Tasgaon, Tasgaon, MAHARASHTRA",0.00,Ignore
"Tauni Devi, HAMIRPUR, HIMACHAL PRADESH",0.00,Ignore
"Tavar store NEW DELHI",0.00,Ignore
TAVAREKERE,0.00,Important
TaverekereHub_BLR,0.00,Ignore
"TaverekereHub_BLR Bengaluru",0.00,Ignore
"TBDamODH_TBD Munirabad",0.00,Ignore
"TCR/HUB-TSP, TRICHUR, KERALA",0.00,Ignore
"Teachers Obroi ERNAKULAM",0.00,Ignore
TEHATTA,0.00,Ignore
"Tejas enterprises KARJAT",0.00,Ignore
"Telhara, Telhara, MAHARASHTRA",0.00,Ignore
"Temple city",0.00,Ignore
TempleCityHub_IXM,0.00,Ignore
"TempleCityHub_IXM Temple city",0.00,Ignore
"TEMPTOR  MENS SALON BANGALORE",0.00,Ignore
TENALI,0.00,Ignore
"Tenali, Andhra Pradesh, IN",0.00,Ignore
"Tenali, Tenali, ANDHRA PRADESH",0.00,Ignore
"TenaliHub_TNL Tenali",0.00,Ignore
"Tendukheda, TENDUKHEDA, MADHYA PRADESH",0.00,Ignore
tenkasi,0.00,Ignore
"Tenkasi, Tenkasi, TAMIL NADU",0.00,Ignore
TenkasiHub_TVL,0.00,Ignore
"TenkasiHub_TVL tenkasi",0.00,Ignore
"TEOK, TEOK, ASSAM",0.00,Ignore
TEZPUR,0.00,Ignore
"Tezpur, Tezpur, ASSAM",0.00,Ignore
"TEZU, TEZU, ARUNACHAL PRADESH",0.00,Ignore
"Thakurdwara, Thakurdwara, UTTAR PRADESH",0.00,Ignore
Thakurmunda,0.00,Ignore
"THAKURMUNDAMDH_TKM Thakurmunda",0.00,Ignore
THALAIVASAL,0.00,Ignore
Thalassery,0.00,Ignore
ThalasseryHub_THL,0.00,Ignore
"ThalasseryHub_THL Thalassery",0.00,Ignore
"ThalayolaparambuHub_THA Thalayolaparambu",0.00,Ignore
"ThaliparambaHub_KAN Kannur",0.00,Ignore
"THALTEJ ETAIL OFFICE",0.00,Ignore
ThamarasseryHub_TEY,0.00,Ignore
"Thandla, Thandla, MADHYA PRADESH",0.00,Ignore
"THANE - THN",0.00,Ignore
"Thane Hub Thane",0.00,Ignore
"Thane, Maharashtra, IN",0.00,Ignore
"ThanisandraHub_BLR Bengaluru",0.00,Ignore
Thanjavur,0.00,Ignore
"Thanjavur Hub",0.00,Ignore
"Thanjavur Hub Thanjavur",0.00,Ignore
"Thanjavur, Tamil Nadu, IN",0.00,Ignore
"Thanjavur, Thanjavur, TAMIL NADU",0.00,Ignore
THARAD,0.00,Ignore
THARANGAMBADI,0.00,Ignore
"THE MAGGIE POINT NEW DELHI",0.00,Ignore
THENI,0.00,Ignore
"Theni, Tamil Nadu, IN",0.00,Ignore
"Theni, Theni, TAMIL NADU",0.00,Ignore
Thenjipalam,0.00,Ignore
ThenjipalamHub_TJI,0.00,Ignore
"ThenjipalamHub_TJI Thenjipalam",0.00,Ignore
"Theog, THEOG, HIMACHAL PRADESH",0.00,Ignore
TheogODH_TEO,0.00,Ignore
THIC,0.00,Ignore
ThimmapuramHub_VTZ,0.00,Ignore
"ThimmapuramHub_VTZ Vishakhapatnam",0.00,Ignore
Thiroor,0.00,Ignore
ThiroorHub_TRR,0.00,Ignore
THIRTHAHALLI,0.00,Ignore
"Thiruchendur, Thiruchendur, TAMIL NADU",0.00,Ignore
Thiruchengode,0.00,Ignore
Thiruchengodeodh_TCG,0.00,Ignore
"Thiruchengodeodh_TCG Thiruchengode",0.00,Ignore
"THIRUKKOVILUR, THIRUKOVILUR, TAMIL NADU",0.00,Ignore
THIRUKOILUR,0.00,Ignore
"THIRUMANGALAM, Thiruparankundram, TAMIL NADU",0.00,Ignore
"Thirunelveli Hub Tirunelveli",0.00,Ignore
THIRUNINRAVUR,0.00,Ignore
"Thirupparankundram, Thiruparankundram, TAMIL NADU",0.00,Ignore
"THIRUPPATHUR, THIRUPPATHUR, TAMIL NADU",0.00,Ignore
"Thiruppuvanam, THIRUPPUVANAM, TAMIL NADU",0.00,Ignore
Thiruthuraipoondi,0.00,Ignore
"Thiruthuraipoondiodh_TPD Thiruthuraipoondi",0.00,Ignore
"ThiruvaiyaruHub_TVU Thanjavur",0.00,Ignore
THIRUVALLA,0.00,Ignore
Thiruvallur,0.00,Ignore
"Thiruvallur Hub Thiruvallur",0.00,Ignore
THIRUVANANTHAPURAM,0.00,Ignore
"THIRUVANANTHAPURAM, KERALA, IN",0.00,Ignore
THIRUVANKULAM,0.00,Ignore
Thiruvarur,0.00,Ignore
"Thiruvarur1, Tiruvarur, TAMIL NADU",0.00,Ignore
"THIRUVERKADU SFC PUD",0.00,Ignore
THIRUVERUMBUR,0.00,Ignore
"Thiruverumbur Hub",0.00,Ignore
"Thiruverumbur Hub Trichy",0.00,Ignore
"ThittakudiHub_THK Cuddalore",0.00,Ignore
"ThizamaMDH_KHM Kohima",0.00,Ignore
"THN/KLW-TML, Thane, MAHARASHTRA",0.00,Ignore
"THN/WGH, Thane, MAHARASHTRA",0.00,Ignore
"Thodiyoor, THODIYOOR, KERALA",0.00,Ignore
Thodupuzha,0.00,Ignore
"Thodupuzha Hub",0.00,Ignore
"Thodupuzha Hub Thodupuzha",0.00,Ignore
"THODUPUZHA, KERALA, IN",0.00,Ignore
"Thodupuzha, Thodupuzha, KERALA",0.00,Ignore
"THOKALA BALAVENKATAIAH KIRANA NANDYAL",0.00,Ignore
ThokottuHub_IXE,0.00,Ignore
"ThokottuHub_IXE Mangalore",0.00,Ignore
"Thondamuthur, Thondamuthur, TAMIL NADU",0.00,Ignore
THONDI,0.00,Ignore
Thorrur,0.00,Ignore
"THORRUR, TELANGANA, IN",0.00,Ignore
THRIPRAYAR,0.00,Ignore
ThriprayarHub_TRP,0.00,Ignore
"ThriprayarHub_TRP Thriprayar",0.00,Ignore
"Thrissiva Flowers THRISSUR",0.00,Ignore
THRISSUR,0.00,Ignore
"Thrissur, Kerala, IN",0.00,Ignore
THUCKALAY,0.00,Ignore
"Thumbakkam, TAMIL NADU, IN",0.00,Ignore
THURAIYURI,0.00,Ignore
Thuravoor,0.00,Ignore
"Thuruthicaud, Tiruvella, KERALA",0.00,Ignore
"TIGER STORE NEW DELHI",0.00,Ignore
"Tihidi, TIHIDI, ORISSA",0.00,Ignore
"TihidiHub_BHC BHADRAK",0.00,Ignore
TIHU,0.00,Ignore
"Tijara, Tijara, RAJASTHAN",0.00,Ignore
Tikamgarh,0.00,Ignore
"Tikamgarh, Tikamgarh, MADHYA PRADESH",0.00,Ignore
"Tilak Store NEW DELHI",0.00,Ignore
"TildaMDH_TLD Bhatapara",0.00,Ignore
Tindivanam,0.00,Ignore
"TINDIVANAM, TAMIL NADU, IN",0.00,Ignore
"TINDIVANAM, TINDIVANAM, TAMIL NADU",0.00,Ignore
"TindivanamHub_TIN Tindivanam",0.00,Ignore
"TINGRE NAGAR",0.00,Ignore
TINSUKIA,0.00,Ignore
"TINSUKIA, Tinsukia, ASSAM",0.00,Ignore
"TinsukiaHub_TSK Tinsukia",0.00,Ignore
TIPTUR,0.00,Ignore
"Tiptur, Tiptur, KARNATAKA",0.00,Ignore
"Tiroda, TIRODA, MAHARASHTRA",0.00,Ignore
Tirora,0.00,Ignore
"TiroraHub_TRA Tirora",0.00,Ignore
TIRUCHENDUR,0.00,Ignore
TIRUCHENGODU,0.00,Ignore
"TIRUCHIRAPALLI CITY",0.00,Ignore
TIRUCHIRAPPALLI,0.00,Ignore
"TIRUKALUKUNDRAM REACH",0.00,Ignore
"TIRUKANUR, VILLUPURAM, TAMIL NADU",0.00,Ignore
TIRUMANGALAM,0.00,Ignore
Tirunelveli,0.00,Ignore
"TIRUNELVELI HUB",0.00,Ignore
"TIRUNELVELI/WEST-TML, TIRUNELVELI, TAMIL NADU",0.00,Ignore
"TiruparapuMDH_MTM Kanyakumari",0.00,Ignore
"Tirupathi, Andhra Pradesh, IN",0.00,Ignore
"Tirupathi, Tirupati, ANDHRA PRADESH",0.00,Ignore
Tirupati,0.00,Ignore
"Tirupattur, TAMILNADU, IN",0.00,Ignore
"TirupatturHub_TAT Tiruppattur",0.00,Ignore
Tiruporur,0.00,Ignore
Tiruppattur,0.00,Ignore
"TIRUPPUR, TAMIL NADU, IN",0.00,Ignore
TIRUPUR,0.00,Ignore
"TIRUPUR APX/SFC PUD CENTR",0.00,Ignore
"TIRUPUR COUNTER",0.00,Ignore
"TIRUPUR HUB",0.00,Ignore
"Tirupur Hub Tirupur",0.00,Ignore
"Tirupur North, Tirupur, TAMIL NADU",0.00,Ignore
"TIRUPUR PALADAM ROAD",0.00,Ignore
TirupurNorthHub_TPR,0.00,Ignore
"TirupurNorthHub_TPR Tirupur",0.00,Ignore
TIRUR,0.00,Ignore
TIRURANGADI,0.00,Ignore
"TIRUTHANI REACH",0.00,Ignore
Tiruvalla,0.00,Ignore
"Tiruvalla Hub",0.00,Ignore
"Tiruvalla Hub Tiruvalla",0.00,Ignore
Tiruvallur,0.00,Ignore
"TIRUVALLUR REACH",0.00,Ignore
"Tiruvallur, Tiruvallur, TAMIL NADU",0.00,Ignore
TIRUVANNAMALAI,0.00,Ignore
"TIRUVANNAMALAI TN, Tiruvannamalai, TAMIL NADU",0.00,Ignore
TiruvannamalaiHub_TNN,0.00,Ignore
"TiruvannamalaiHub_TNN Tiruvannamalai",0.00,Ignore
TIRUVARUR,0.00,Ignore
"TIRUVELLA, Tiruvella, KERALA",0.00,Ignore
Tiruvuru,0.00,Ignore
TITABOR,0.00,Ignore
"Titilagarh, Titlagarh, ORISSA",0.00,Ignore
"TITWALA (Mumbai)",0.00,Ignore
"Titwala1, Titwala, MAHARASHTRA",0.00,Ignore
TitwalaHub_TWL,0.00,Ignore
"TitwalaHub_TWL TITWALA (Mumbai)",0.00,Ignore
"Tiwari Store VARANASI",0.00,Ignore
"Tnarasipur, TNARASIPUR, KARNATAKA",0.00,Ignore
TOHANA,0.00,Ignore
TONK,0.00,Ignore
TopsiaHub_KOL,0.00,Ignore
"TopsiaHub_KOL Kolkata",0.00,Ignore
TORANAGAL,0.00,Ignore
"ToranagalluHub_TGL Bellary",0.00,Ignore
TOSHAM,0.00,Ignore
"TOWN ETAIL PROCESSING UNI",0.00,Ignore
"TOWN MINI HUB",0.00,Ignore
"TPNagarHub_ALD Allahabad",0.00,Ignore
"TPT/HUB, Tirupati, ANDHRA PRADESH",0.00,Ignore
"TPT/MRPL, Tirupati, ANDHRA PRADESH",0.00,Ignore
"Trambak Bhimraoji Thakre PULGAON",0.00,Ignore
"TRANSPORT NAGAR",0.00,Ignore
"Transport Nagar Hub Lucknow",0.00,Ignore
"TRICHUR MINI HUB",0.00,Ignore
"TRICHUR SERVICE CENTRE",0.00,Ignore
"Trichur, TRICHUR, KERALA",0.00,Ignore
Trichy,0.00,Ignore
"TRICHY APX/SFC PUD CENTRE",0.00,Ignore
"TRICHY HUB",0.00,Ignore
"TRICHY KK NAGAR",0.00,Ignore
"Trichy, TAMIL NADU, IN",0.00,Ignore
"Trichy/West-TML, Trichy, TAMIL NADU",0.00,Ignore
TRIMULGHERRY,0.00,Ignore
"Trimulgherry Hub",0.00,Ignore
"Trimulgherry Hub Hyderabad",0.00,Ignore
"TrimurtiNagar Hub",0.00,Ignore
"TrimurtiNagar Hub Nagpur",0.00,Ignore
TRINITY,0.00,Important
TRIPUNITHURA,0.00,Ignore
TripunithuraHub_TRT,0.00,Ignore
"TripunithuraHub_TRT Cochin",0.00,Ignore
Trisshur,0.00,Ignore
"Trissur Hub",0.00,Ignore
"Trissur Hub Thrissur",0.00,Ignore
Trivandrum,0.00,Ignore
"TRIVANDRUM (TRVH)",0.00,Ignore
"TrivandrumHub Trivandrum",0.00,Ignore
"TRIVEDI AHMEDABAD",0.00,Ignore
"TrockoSainikpuriODH_HYD Hyderabad",0.00,Ignore
"TrockoSecunderabadODH_HYD Hyderabad",0.00,Ignore
"TRP/HUB, Tirupur, TAMIL NADU",0.00,Ignore
"TRP/RPM-TML, Tirupur, TAMIL NADU",0.00,Ignore
TRPH,0.00,Ignore
"TRV APEX/SFC PUD CENTRE",0.00,Ignore
"TRV MINI HUB",0.00,Important
"TRV/KNA, Trivandrum, KERALA",0.00,Ignore
"TRV/TRV, Trivandrum, KERALA",0.00,Ignore
"TRZ SERVICE CENTRE",0.00,Ignore
"TSK/DDM, Doomdooma, ASSAM",0.00,Ignore
"TTSPLAklujODH_ALJ AKLUJ",0.00,Ignore
TTSPLAmalnerODH_AMN,0.00,Ignore
"TTSPLAmalnerODH_AMN Amalner",0.00,Ignore
TTSPLBaijnathODH_BJN,0.00,Ignore
"TTSPLBaijnathODH_BJN Baijnath",0.00,Ignore
"TTSPLBeasODH_BEA BEAS",0.00,Ignore
"TTSPLBellurcrossODH_BLU BELLUR",0.00,Ignore
"TTSPLDehraODH_DHR Amb S.O",0.00,Ignore
"TTSPLDungarpurODH_DNG Dungarpur H.O",0.00,Ignore
"TTSPLGangapurODH_GAG Gangapur City",0.00,Ignore
TTSPLJambusarODH_JBS,0.00,Ignore
"TTSPLJambusarODH_JBS JAMBUSAR",0.00,Ignore
"TTSPLKallakurichiODH_KLK kallakurichi",0.00,Ignore
TTSPLKavandapadiODH_KVN,0.00,Ignore
"TTSPLKavandapadiODH_KVN Kavindapadi",0.00,Ignore
"TTSPLKhedbrahmaODH_KDB KHEDBRAHMMA",0.00,Ignore
"TTSPLKhopolisplitODH_KPL PUNE",0.00,Ignore
"TTSPLKhundianODH_KHD Jawalamukhi S.O",0.00,Ignore
"TTSPLKodaikanalODH_KDI Kodaikanal",0.00,Ignore
TTSPLKovilpattiODH_KVL,0.00,Ignore
"TTSPLKovilpattiODH_KVL Kovilpatti",0.00,Ignore
"TTSPLKuchamanCityODH_KUC Kuchamancity S.O",0.00,Ignore
"TTSPLMalerkotlaODH_MLK Malerkotla S.O",0.00,Ignore
"TTSPLMandiODH_MDN Sunder Nagar",0.00,Ignore
"TTSPLMusiriODH_MSR Musuri",0.00,Ignore
TTSPLNagdaODH_NGD,0.00,Ignore
"TTSPLNagdaODH_NGD Nagda",0.00,Ignore
"TTSPLNimbaheraODH_NMB Nimbahera S.O",0.00,Ignore
"TTSPLParamathiVelurODH_VLR Paramathi velur",0.00,Ignore
"TTSPLPhuleraMDH_PHU Phulera",0.00,Ignore
TTSPLRamanODH_PNJ,0.00,Ignore
"TTSPLRamanODH_PNJ RAMAN",0.00,Ignore
"TTSPLSathyamangalamODH_STY Sathyamangalam",0.00,Ignore
"TTSPLShahpurODH_SAH Shahpur",0.00,Ignore
"TTSPLTapukaraMDH_TAP Bhiwadi",0.00,Ignore
"TTSPLTheniODH_THN Theni",0.00,Ignore
"TTSPLThiruvaroorODH_THV Thiruvarur",0.00,Ignore
"TuljapurHub_TLP Osmanabad",0.00,Ignore
"Tulsi Ram Teli GIRWA",0.00,Ignore
Tumkur,0.00,Ignore
"Tumkur Hub Tumkur",0.00,Ignore
Tumsar,0.00,Ignore
"Tumsar, Tumsar, MAHARASHTRA",0.00,Ignore
"TumsarHub_TMS Tumsar",0.00,Ignore
TUNI,0.00,Ignore
"Tuni, Tuni, ANDHRA PRADESH",0.00,Ignore
"TUPTNI VASTI - HADAPSAR",0.00,Ignore
"TURA/RST, Tura, MEGHALAYA",0.00,Ignore
"TURKA YAMJAL",0.00,Ignore
"TURKAPALLY, TELANGANA, IN",0.00,Ignore
"Turkayamjal1, Hyderabad, TELANGANA",0.00,Ignore
"Turvekere, TURVEKERE, KARNATAKA",0.00,Ignore
"TUSHAR D. ROKDE PANVEL",0.00,Ignore
"Tushar Kirana Store NEW DELHI",0.00,Ignore
"Tushar Store RAJKOT",0.00,Ignore
Tuticorin,0.00,Ignore
"Tuticorin Hub Tuticorin",0.00,Ignore
"TUTICORIN/WEST-TML, Tuticorin, TAMIL NADU",0.00,Ignore
"TVM/SA-JMT, VILLUPURAM, TAMIL NADU",0.00,Ignore
Twincityhub_hbx,0.00,Ignore
"Twincityhub_hbx Hubli",0.00,Ignore
"TWINCITYHUBtemp_HBX Hubli",0.00,Ignore
"Tyagi Store. NEW DELHI",0.00,Ignore
"Uba naresh babu NIDADAVOLE",0.00,Ignore
Udaipur,0.00,Important
"Udaipur Hub",0.00,Ignore
"Udaipur Hub Udaipur",0.00,Ignore
"UDAIPUR TRIPURA",0.00,Ignore
"UDAIPUR, RAJASTHAN, IN",0.00,Ignore
"UDAIPUR, Udaipur, RAJASTHAN",0.00,Ignore
"UDALA OFFICE",0.00,Ignore
Udalguri,0.00,Ignore
"UDALGURI, UDALGURI, ASSAM",0.00,Ignore
"UDARBOND, udarbond, ASSAM",0.00,Ignore
UDGIR,0.00,Ignore
"Udgir MIDC, Udgir, MAHARASHTRA",0.00,Ignore
"UdgirHub_UDG Udgir",0.00,Ignore
"UDHAM SINGH NAGAR",0.00,Ignore
UDHAMPUR,0.00,Ignore
"Udhampur, JAMMU AND KASHMIR, IN",0.00,Ignore
"Udhampur, Udhampur, JAMMU AND KASHMIR",0.00,Ignore
"Udhna GJ, Surat, GUJARAT",0.00,Ignore
"UDI/HUB, Udaipur, RAJASTHAN",0.00,Ignore
"Udumalapet, TAMIL NADU, IN",0.00,Ignore
UDUMALPET,0.00,Ignore
"Udumalpet, Udumalpet, TAMIL NADU",0.00,Ignore
Udupi,0.00,Ignore
"UDYOGVIHAR ETAIL CENTRE",0.00,Ignore
UJIRE,0.00,Ignore
Ujjain,0.00,Ignore
"Ujjain Hub",0.00,Ignore
"Ujjain Hub Ujjain",0.00,Ignore
"Ujjain, Madhya Pradesh, IN",0.00,Ignore
UlhasnagarHub_MUM,0.00,Ignore
"UlhasnagarHub_MUM Mumbai",0.00,Ignore
"ULOOR SERVICE CENTRE",0.00,Ignore
"ULSOOR MINI HUB",0.00,Ignore
"ULU/AMT-TML, HOWRAH, WEST BENGAL",0.00,Ignore
"UlubariHub Guwahati",0.00,Ignore
"ULUBERIA BDEL",0.00,Ignore
"Uluberia, HOWRAH, WEST BENGAL",0.00,Ignore
"UluberiaHub_ULB Uluberia",0.00,Ignore
ULWA,0.00,Ignore
UlweODH_PNV,0.00,Ignore
"UlweODH_PNV Navi Mumbai",0.00,Ignore
UMARGAM,0.00,Ignore
UMARIA,0.00,Ignore
"Umaria, Umaria, MADHYA PRADESH",0.00,Ignore
Umarkhed,0.00,Ignore
"Umarkhed, Umarkhed, MAHARASHTRA",0.00,Ignore
UMBERGAON,0.00,Ignore
"Umbergaon, UMBERGAON, GUJARAT",0.00,Ignore
"Umesh chandra TALGRAM",0.00,Ignore
UMRED,0.00,Ignore
UMRETH,0.00,Ignore
Una,0.00,Ignore
"UNA, UNA, HIMACHAL PRADESH",0.00,Important
UnaHPHub_UNA,0.00,Ignore
"UnaHPHub_UNA Una",0.00,Ignore
"Unjha, Unjha, GUJARAT",0.00,Ignore
UNNAO,0.00,Ignore
"Unnao, Unnao, UTTAR PRADESH",0.00,Ignore
"UnnaoHub_UNN Unnao",0.00,Ignore
"Up store MANJERI",0.00,Ignore
"Upadhyay kirana UDHAM SINGH NAGAR",0.00,Ignore
"Upadhyay MUMBAI",0.00,Ignore
"UPENDAR RAO HYDERABAD",0.00,Ignore
"UPH, Lucknow, UTTAR PRADESH",0.00,Ignore
Upleta,0.00,Ignore
"Upleta, Upleta, GUJARAT",0.00,Ignore
"UPM/SA-PDP, Chengalpet, TAMIL NADU",0.00,Ignore
"UPPAL PUD CENTRE",0.00,Ignore
"UPPALA, UPPAL, KERALA",0.00,Ignore
UPPINANGADY,0.00,Ignore
"Uppinangady, Uppinangady, KARNATAKA",0.00,Ignore
URAN,0.00,Ignore
"Urga, Korba, CHHATTISGARH",0.00,Ignore
"UrgaMDH_URG Korba",0.00,Ignore
"URVAKONDA, URVAKONDA, ANDHRA PRADESH",0.00,Ignore
"Usgao, Ponda Goa, GOA",0.00,Ignore
"Usmaan enterprises MUMBAI",0.00,Ignore
"UstiMDH_DDH Diamondharbour",0.00,Ignore
UTANGARAI,0.00,Ignore
"UtangaraiHub_UTN UTANGARAI",0.00,Ignore
"UthukottaiHub_TRL Tiruvallur",0.00,Ignore
"UTI SERVICE CENTER",0.00,Ignore
"UTPAL HOUSE KATWA",0.00,Ignore
"Utraula, Utraula, UTTAR PRADESH",0.00,Ignore
"Uttam kirana 65 NEW DELHI",0.00,Ignore
"UttamNagar Hub",0.00,Ignore
"Uttar Dinajpur",0.00,Ignore
"Uttur, Uttur, MAHARASHTRA",0.00,Ignore
"V u0026 S Store NEW DELHI",0.00,Ignore
"V20 Nagar VISNAGAR",0.00,Ignore
"Vaaraahi Master Kirana EAST GODAVARI",0.00,Ignore
"VADA, MAHARASHTRA, IN",0.00,Ignore
VADAKARA,0.00,Ignore
"Vadakkanchery, Vadakkenchery, KERALA",0.00,Ignore
"VADAKKUVALLIYUR, TAMIL NADU, IN",0.00,Ignore
"VadavalliHub_CJB Coimbatore",0.00,Ignore
"Vadnagar, Vadnagar, GUJARAT",0.00,Ignore
"VADODARA WAREHOUSE",0.00,Important
"Vadodara, Gujrat, IN",0.00,Ignore
Vaijapur,0.00,Ignore
"VaijapurHub_VJP Vaijapur",0.00,Ignore
VAIKOM,0.00,Ignore
Vaishali,0.00,Ignore
"VAISHALI NAGAR",0.00,Important
"Vaishalinagar, Jaipur, RAJASTHAN",0.00,Ignore
"Vaishnavi Store VADODARA",0.00,Ignore
"Vaka Vijaya Kumar Reddy master kirana KAKINADA",0.00,Ignore
"VAKATHANAM, Kottayam, KERALA",0.00,Ignore
VALANCHERY,0.00,Ignore
VALAPADY,0.00,Ignore
"Valase Satara, Satara, MAHARASHTRA",0.00,Ignore
"VALIYAVEETTIL HOME ALAPPUZHA",0.00,Ignore
"Vallah, AMRITSAR, PUNJAB",0.00,Ignore
"Vallapuzha, OTTAPALAM, KERALA",0.00,Ignore
VALPARAI,0.00,Ignore
Valsad,0.00,Ignore
"Valsad Hub Valsad",0.00,Ignore
"Valsad, Valsad, GUJARAT",0.00,Ignore
"Vandana jayant todkar KOLHAPUR",0.00,Ignore
"VandanaBaggaTelecom.MK LUDHIANA",0.00,Ignore
